Year,Month,pdsi,Date
1965,Jan,-1.88,1965-01-01
1965,Feb,0.33,1965-02-01
1965,Mar,0.28,1965-03-01
1965,Apr,-0.06,1965-04-01
1965,May,0.98,1965-05-01
1965,Jun,0.98,1965-06-01
1965,Jul,0.53,1965-07-01
1965,Aug,0.16,1965-08-01
1965,Sep,-0.16,1965-09-01
1965,Oct,0.14,1965-10-01
1965,Nov,0.07,1965-11-01
1965,Dec,0.96,1965-12-01
1966,Jan,1.26,1966-01-01
1966,Feb,1.8,1966-02-01
1966,Mar,1.33,1966-03-01
1966,Apr,1.82,1966-04-01
1966,May,2.2,1966-05-01
1966,Jun,2.18,1966-06-01
1966,Jul,1.91,1966-07-01
1966,Aug,2.53,1966-08-01
1966,Sep,2.22,1966-09-01
1966,Oct,1.55,1966-10-01
1966,Nov,-0.55,1966-11-01
1966,Dec,-1.73,1966-12-01
1967,Jan,-2.04,1967-01-01
1967,Feb,-2.3,1967-02-01
1967,Mar,-2.78,1967-03-01
1967,Apr,-3.46,1967-04-01
1967,May,-3.45,1967-05-01
1967,Jun,-4.28,1967-06-01
1967,Jul,-4.24,1967-07-01
1967,Aug,-3.44,1967-08-01
1967,Sep,0.92,1967-09-01
1967,Oct,1.81,1967-10-01
1967,Nov,2.4,1967-11-01
1967,Dec,2.26,1967-12-01
1968,Jan,4.31,1968-01-01
1968,Feb,4.23,1968-02-01
1968,Mar,3.95,1968-03-01
1968,Apr,3.63,1968-04-01
1968,May,4.01,1968-05-01
1968,Jun,4.99,1968-06-01
1968,Jul,5.12,1968-07-01
1968,Aug,4.69,1968-08-01
1968,Sep,4.85,1968-09-01
1968,Oct,4.09,1968-10-01
1968,Nov,4.03,1968-11-01
1968,Dec,3.66,1968-12-01
1969,Jan,3.03,1969-01-01
1969,Feb,3.55,1969-02-01
1969,Mar,3.8,1969-03-01
1969,Apr,4.08,1969-04-01
1969,May,4.04,1969-05-01
1969,Jun,3.63,1969-06-01
1969,Jul,2.9,1969-07-01
1969,Aug,2.87,1969-08-01
1969,Sep,2.36,1969-09-01
1969,Oct,2.51,1969-10-01
1969,Nov,2.44,1969-11-01
1969,Dec,2.33,1969-12-01
1970,Jan,2.2,1970-01-01
1970,Feb,2.26,1970-02-01
1970,Mar,2.77,1970-03-01
1970,Apr,2.21,1970-04-01
1970,May,3.22,1970-05-01
1970,Jun,3,1970-06-01
1970,Jul,2.69,1970-07-01
1970,Aug,2.37,1970-08-01
1970,Sep,2.68,1970-09-01
1970,Oct,2.55,1970-10-01
1970,Nov,1.51,1970-11-01
1970,Dec,-0.13,1970-12-01
1971,Jan,-1.47,1971-01-01
1971,Feb,-1.96,1971-02-01
1971,Mar,-2.97,1971-03-01
1971,Apr,-3.19,1971-04-01
1971,May,-3.61,1971-05-01
1971,Jun,-3.72,1971-06-01
1971,Jul,-4.19,1971-07-01
1971,Aug,-2.08,1971-08-01
1971,Sep,0.53,1971-09-01
1971,Oct,1.53,1971-10-01
1971,Nov,1.28,1971-11-01
1971,Dec,1.84,1971-12-01
1972,Jan,1.96,1972-01-01
1972,Feb,1.43,1972-02-01
1972,Mar,0.86,1972-03-01
1972,Apr,-0.07,1972-04-01
1972,May,2.01,1972-05-01
1972,Jun,2.26,1972-06-01
1972,Jul,2.68,1972-07-01
1972,Aug,3.3,1972-08-01
1972,Sep,3,1972-09-01
1972,Oct,2.63,1972-10-01
1972,Nov,2.69,1972-11-01
1972,Dec,2.02,1972-12-01
1973,Jan,2.33,1973-01-01
1973,Feb,2.59,1973-02-01
1973,Mar,2.48,1973-03-01
1973,Apr,3.25,1973-04-01
1973,May,2.61,1973-05-01
1973,Jun,4.28,1973-06-01
1973,Jul,4.73,1973-07-01
1973,Aug,5.08,1973-08-01
1973,Sep,5.63,1973-09-01
1973,Oct,6.54,1973-10-01
1973,Nov,5.52,1973-11-01
1973,Dec,4.61,1973-12-01
1974,Jan,4.7,1974-01-01
1974,Feb,3.73,1974-02-01
1974,Mar,3.08,1974-03-01
1974,Apr,2.3,1974-04-01
1974,May,2.57,1974-05-01
1974,Jun,2.18,1974-06-01
1974,Jul,1.39,1974-07-01
1974,Aug,3.14,1974-08-01
1974,Sep,3.6,1974-09-01
1974,Oct,3.3,1974-10-01
1974,Nov,3.79,1974-11-01
1974,Dec,3.58,1974-12-01
1975,Jan,3.01,1975-01-01
1975,Feb,2.81,1975-02-01
1975,Mar,1.9,1975-03-01
1975,Apr,1.75,1975-04-01
1975,May,2.75,1975-05-01
1975,Jun,2.93,1975-06-01
1975,Jul,3.09,1975-07-01
1975,Aug,3.33,1975-08-01
1975,Sep,2.98,1975-09-01
1975,Oct,2.6,1975-10-01
1975,Nov,1.81,1975-11-01
1975,Dec,1.6,1975-12-01
1976,Jan,0.77,1976-01-01
1976,Feb,-1.12,1976-02-01
1976,Mar,-1.69,1976-03-01
1976,Apr,0.43,1976-04-01
1976,May,1.48,1976-05-01
1976,Jun,1.38,1976-06-01
1976,Jul,2.54,1976-07-01
1976,Aug,2.51,1976-08-01
1976,Sep,2.73,1976-09-01
1976,Oct,3.9,1976-10-01
1976,Nov,4.18,1976-11-01
1976,Dec,4.98,1976-12-01
1977,Jan,5.1,1977-01-01
1977,Feb,4.69,1977-02-01
1977,Mar,4.02,1977-03-01
1977,Apr,5.06,1977-04-01
1977,May,4.49,1977-05-01
1977,Jun,4.32,1977-06-01
1977,Jul,3.57,1977-07-01
1977,Aug,2.75,1977-08-01
1977,Sep,1.76,1977-09-01
1977,Oct,1.16,1977-10-01
1977,Nov,1.4,1977-11-01
1977,Dec,0.19,1977-12-01
1978,Jan,0.1,1978-01-01
1978,Feb,0.34,1978-02-01
1978,Mar,-0.18,1978-03-01
1978,Apr,-0.77,1978-04-01
1978,May,-1.71,1978-05-01
1978,Jun,-1.42,1978-06-01
1978,Jul,-1.72,1978-07-01
1978,Aug,-1.12,1978-08-01
1978,Sep,1.19,1978-09-01
1978,Oct,0.51,1978-10-01
1978,Nov,1.41,1978-11-01
1978,Dec,1.32,1978-12-01
1979,Jan,2.45,1979-01-01
1979,Feb,2.58,1979-02-01
1979,Mar,2.88,1979-03-01
1979,Apr,3.42,1979-04-01
1979,May,3.57,1979-05-01
1979,Jun,3.65,1979-06-01
1979,Jul,4.52,1979-07-01
1979,Aug,4.62,1979-08-01
1979,Sep,4.84,1979-09-01
1979,Oct,3.71,1979-10-01
1979,Nov,3.11,1979-11-01
1979,Dec,2.89,1979-12-01
1980,Jan,2.82,1980-01-01
1980,Feb,2.35,1980-02-01
1980,Mar,2.13,1980-03-01
1980,Apr,1.26,1980-04-01
1980,May,1.76,1980-05-01
1980,Jun,0.8,1980-06-01
1980,Jul,-0.42,1980-07-01
1980,Aug,0.04,1980-08-01
1980,Sep,0.98,1980-09-01
1980,Oct,0.38,1980-10-01
1980,Nov,0.74,1980-11-01
1980,Dec,-0.21,1980-12-01
1981,Jan,-0.23,1981-01-01
1981,Feb,-0.65,1981-02-01
1981,Mar,-0.36,1981-03-01
1981,Apr,-0.69,1981-04-01
1981,May,0.28,1981-05-01
1981,Jun,2.11,1981-06-01
1981,Jul,2.54,1981-07-01
1981,Aug,3.57,1981-08-01
1981,Sep,2.96,1981-09-01
1981,Oct,3.63,1981-10-01
1981,Nov,3.16,1981-11-01
1981,Dec,2.52,1981-12-01
1982,Jan,1.77,1982-01-01
1982,Feb,2.37,1982-02-01
1982,Mar,1.45,1982-03-01
1982,Apr,0.95,1982-04-01
1982,May,1.5,1982-05-01
1982,Jun,0.93,1982-06-01
1982,Jul,-0.02,1982-07-01
1982,Aug,-0.83,1982-08-01
1982,Sep,-1.69,1982-09-01
1982,Oct,-1.58,1982-10-01
1982,Nov,-0.25,1982-11-01
1982,Dec,-0.61,1982-12-01
1983,Jan,-0.59,1983-01-01
1983,Feb,0.11,1983-02-01
1983,Mar,1.59,1983-03-01
1983,Apr,0.68,1983-04-01
1983,May,0.54,1983-05-01
1983,Jun,0.63,1983-06-01
1983,Jul,1.61,1983-07-01
1983,Aug,1.59,1983-08-01
1983,Sep,1.76,1983-09-01
1983,Oct,1.73,1983-10-01
1983,Nov,1.52,1983-11-01
1983,Dec,0.89,1983-12-01
1984,Jan,1.34,1984-01-01
1984,Feb,0.83,1984-02-01
1984,Mar,0.45,1984-03-01
1984,Apr,-0.69,1984-04-01
1984,May,-1.18,1984-05-01
1984,Jun,-1.94,1984-06-01
1984,Jul,-2.34,1984-07-01
1984,Aug,-2.66,1984-08-01
1984,Sep,-2.85,1984-09-01
1984,Oct,-1,1984-10-01
1984,Nov,-1,1984-11-01
1984,Dec,-0.53,1984-12-01
1985,Jan,0.06,1985-01-01
1985,Feb,0.74,1985-02-01
1985,Mar,1.52,1985-03-01
1985,Apr,2.16,1985-04-01
1985,May,1.66,1985-05-01
1985,Jun,1.99,1985-06-01
1985,Jul,1.93,1985-07-01
1985,Aug,1.01,1985-08-01
1985,Sep,1.25,1985-09-01
1985,Oct,1.05,1985-10-01
1985,Nov,1.4,1985-11-01
1985,Dec,0.96,1985-12-01
1986,Jan,0.45,1986-01-01
1986,Feb,-0.11,1986-02-01
1986,Mar,-0.9,1986-03-01
1986,Apr,-1.96,1986-04-01
1986,May,-1.37,1986-05-01
1986,Jun,-0.77,1986-06-01
1986,Jul,-1.37,1986-07-01
1986,Aug,-1.59,1986-08-01
1986,Sep,-1.43,1986-09-01
1986,Oct,-0.05,1986-10-01
1986,Nov,0.42,1986-11-01
1986,Dec,2.37,1986-12-01
1987,Jan,2.28,1987-01-01
1987,Feb,3.17,1987-02-01
1987,Mar,2.67,1987-03-01
1987,Apr,1.83,1987-04-01
1987,May,2.25,1987-05-01
1987,Jun,3.9,1987-06-01
1987,Jul,4.08,1987-07-01
1987,Aug,3.75,1987-08-01
1987,Sep,3.1,1987-09-01
1987,Oct,1.94,1987-10-01
1987,Nov,2.05,1987-11-01
1987,Dec,1.75,1987-12-01
1988,Jan,0.97,1988-01-01
1988,Feb,0.02,1988-02-01
1988,Mar,-0.19,1988-03-01
1988,Apr,-1.02,1988-04-01
1988,May,-1.52,1988-05-01
1988,Jun,-1.82,1988-06-01
1988,Jul,-1.6,1988-07-01
1988,Aug,-2.03,1988-08-01
1988,Sep,-2.21,1988-09-01
1988,Oct,-2.72,1988-10-01
1988,Nov,-3.47,1988-11-01
1988,Dec,-3.74,1988-12-01
1989,Jan,-2.88,1989-01-01
1989,Feb,-2.98,1989-02-01
1989,Mar,-2.83,1989-03-01
1989,Apr,-2.81,1989-04-01
1989,May,-3.2,1989-05-01
1989,Jun,-2.83,1989-06-01
1989,Jul,-3.1,1989-07-01
1989,Aug,-3.33,1989-08-01
1989,Sep,-3.67,1989-09-01
1989,Oct,-3.51,1989-10-01
1989,Nov,-3.46,1989-11-01
1989,Dec,-3.58,1989-12-01
1990,Jan,-3.7,1990-01-01
1990,Feb,-3.45,1990-02-01
1990,Mar,-2.42,1990-03-01
1990,Apr,-1.81,1990-04-01
1990,May,-2.04,1990-05-01
1990,Jun,-2.92,1990-06-01
1990,Jul,-1.55,1990-07-01
1990,Aug,-1.79,1990-08-01
1990,Sep,-1.82,1990-09-01
1990,Oct,-1.93,1990-10-01
1990,Nov,-2.07,1990-11-01
1990,Dec,-2.64,1990-12-01
1991,Jan,-1.17,1991-01-01
1991,Feb,-0.62,1991-02-01
1991,Mar,-0.71,1991-03-01
1991,Apr,0.7,1991-04-01
1991,May,0.44,1991-05-01
1991,Jun,1.15,1991-06-01
1991,Jul,1.22,1991-07-01
1991,Aug,0.91,1991-08-01
1991,Sep,1.4,1991-09-01
1991,Oct,0.83,1991-10-01
1991,Nov,0.38,1991-11-01
1991,Dec,3.39,1991-12-01
1992,Jan,4.43,1992-01-01
1992,Feb,5.95,1992-02-01
1992,Mar,6.12,1992-03-01
1992,Apr,6.37,1992-04-01
1992,May,7.01,1992-05-01
1992,Jun,6.84,1992-06-01
1992,Jul,6.6,1992-07-01
1992,Aug,6.04,1992-08-01
1992,Sep,4.9,1992-09-01
1992,Oct,3.8,1992-10-01
1992,Nov,4.37,1992-11-01
1992,Dec,3.97,1992-12-01
1993,Jan,3.76,1993-01-01
1993,Feb,3.83,1993-02-01
1993,Mar,4.22,1993-03-01
1993,Apr,4.01,1993-04-01
1993,May,4.79,1993-05-01
1993,Jun,5.61,1993-06-01
1993,Jul,4.96,1993-07-01
1993,Aug,3.88,1993-08-01
1993,Sep,2.8,1993-09-01
1993,Oct,2.46,1993-10-01
1993,Nov,1.89,1993-11-01
1993,Dec,1.18,1993-12-01
1994,Jan,0.56,1994-01-01
1994,Feb,-0.46,1994-02-01
1994,Mar,0.06,1994-03-01
1994,Apr,-0.01,1994-04-01
1994,May,0.78,1994-05-01
1994,Jun,0.74,1994-06-01
1994,Jul,-0.25,1994-07-01
1994,Aug,-0.16,1994-08-01
1994,Sep,-0.19,1994-09-01
1994,Oct,1.52,1994-10-01
1994,Nov,0.75,1994-11-01
1994,Dec,1.54,1994-12-01
1995,Jan,1.16,1995-01-01
1995,Feb,0.75,1995-02-01
1995,Mar,1.27,1995-03-01
1995,Apr,1.2,1995-04-01
1995,May,1.68,1995-05-01
1995,Jun,1.77,1995-06-01
1995,Jul,1.37,1995-07-01
1995,Aug,1.38,1995-08-01
1995,Sep,0.89,1995-09-01
1995,Oct,0.13,1995-10-01
1995,Nov,-0.15,1995-11-01
1995,Dec,-0.44,1995-12-01
1996,Jan,-1.33,1996-01-01
1996,Feb,-2.11,1996-02-01
1996,Mar,-2.23,1996-03-01
1996,Apr,-2.64,1996-04-01
1996,May,-3.67,1996-05-01
1996,Jun,-3.43,1996-06-01
1996,Jul,-3.94,1996-07-01
1996,Aug,-2.75,1996-08-01
1996,Sep,-2.29,1996-09-01
1996,Oct,-2.63,1996-10-01
1996,Nov,-2.53,1996-11-01
1996,Dec,-2.55,1996-12-01
1997,Jan,-2.35,1997-01-01
1997,Feb,-1.84,1997-02-01
1997,Mar,0.21,1997-03-01
1997,Apr,2.13,1997-04-01
1997,May,2.88,1997-05-01
1997,Jun,4.05,1997-06-01
1997,Jul,3.64,1997-07-01
1997,Aug,2.91,1997-08-01
1997,Sep,2.44,1997-09-01
1997,Oct,3.33,1997-10-01
1997,Nov,3.37,1997-11-01
1997,Dec,3.25,1997-12-01
1998,Jan,2.92,1998-01-01
1998,Feb,3.7,1998-02-01
1998,Mar,3.66,1998-03-01
1998,Apr,2.83,1998-04-01
1998,May,1.43,1998-05-01
1998,Jun,-0.31,1998-06-01
1998,Jul,-2.49,1998-07-01
1998,Aug,-0.97,1998-08-01
1998,Sep,0.24,1998-09-01
1998,Oct,3.54,1998-10-01
1998,Nov,4.5,1998-11-01
1998,Dec,4.09,1998-12-01
1999,Jan,3.38,1999-01-01
1999,Feb,2.35,1999-02-01
1999,Mar,2.66,1999-03-01
1999,Apr,1.87,1999-04-01
1999,May,1.57,1999-05-01
1999,Jun,1.91,1999-06-01
1999,Jul,1.91,1999-07-01
1999,Aug,1.27,1999-08-01
1999,Sep,0.12,1999-09-01
1999,Oct,-0.9,1999-10-01
1999,Nov,-2.24,1999-11-01
1999,Dec,-2.75,1999-12-01
2000,Jan,-2.66,2000-01-01
2000,Feb,-2.98,2000-02-01
2000,Mar,-2.83,2000-03-01
2000,Apr,-2.92,2000-04-01
2000,May,-2.55,2000-05-01
2000,Jun,-2.12,2000-06-01
2000,Jul,-2.73,2000-07-01
2000,Aug,-3.19,2000-08-01
2000,Sep,-3.59,2000-09-01
2000,Oct,-2.8,2000-10-01
2000,Nov,0.79,2000-11-01
2000,Dec,1.27,2000-12-01
2001,Jan,2.27,2001-01-01
2001,Feb,1.68,2001-02-01
2001,Mar,2.48,2001-03-01
2001,Apr,1.7,2001-04-01
2001,May,1.32,2001-05-01
2001,Jun,0.65,2001-06-01
2001,Jul,-0.69,2001-07-01
2001,Aug,1.5,2001-08-01
2001,Sep,1.87,2001-09-01
2001,Oct,1.63,2001-10-01
2001,Nov,2.34,2001-11-01
2001,Dec,2.66,2001-12-01
2002,Jan,2.05,2002-01-01
2002,Feb,1.44,2002-02-01
2002,Mar,0.78,2002-03-01
2002,Apr,0.25,2002-04-01
2002,May,-0.79,2002-05-01
2002,Jun,-0.53,2002-06-01
2002,Jul,2.34,2002-07-01
2002,Aug,2.73,2002-08-01
2002,Sep,3.62,2002-09-01
2002,Oct,5.05,2002-10-01
2002,Nov,5.55,2002-11-01
2002,Dec,6.18,2002-12-01
2003,Jan,5.76,2003-01-01
2003,Feb,5.78,2003-02-01
2003,Mar,5.25,2003-03-01
2003,Apr,4.07,2003-04-01
2003,May,2.61,2003-05-01
2003,Jun,2.42,2003-06-01
2003,Jul,3.15,2003-07-01
2003,Aug,2.92,2003-08-01
2003,Sep,3.75,2003-09-01
2003,Oct,3.44,2003-10-01
2003,Nov,2.84,2003-11-01
2003,Dec,2.03,2003-12-01
2004,Jan,2.23,2004-01-01
2004,Feb,2.37,2004-02-01
2004,Mar,2.05,2004-03-01
2004,Apr,3.28,2004-04-01
2004,May,3.43,2004-05-01
2004,Jun,4.84,2004-06-01
2004,Jul,4.93,2004-07-01
2004,Aug,4.94,2004-08-01
2004,Sep,4.12,2004-09-01
2004,Oct,4.13,2004-10-01
2004,Nov,6.07,2004-11-01
2004,Dec,5.16,2004-12-01
2005,Jan,4.87,2005-01-01
2005,Feb,5.04,2005-02-01
2005,Mar,5.33,2005-03-01
2005,Apr,4.35,2005-04-01
2005,May,4.14,2005-05-01
2005,Jun,3.32,2005-06-01
2005,Jul,3.2,2005-07-01
2005,Aug,2.6,2005-08-01
2005,Sep,1.42,2005-09-01
2005,Oct,0.83,2005-10-01
2005,Nov,-0.22,2005-11-01
2005,Dec,-1.43,2005-12-01
2006,Jan,-2.28,2006-01-01
2006,Feb,-2.76,2006-02-01
2006,Mar,-3.14,2006-03-01
2006,Apr,-3.96,2006-04-01
2006,May,-4.06,2006-05-01
2006,Jun,-3.91,2006-06-01
2006,Jul,-3.23,2006-07-01
2006,Aug,-3.52,2006-08-01
2006,Sep,-2.79,2006-09-01
2006,Oct,-2.38,2006-10-01
2006,Nov,-2.84,2006-11-01
2006,Dec,-2.44,2006-12-01
2007,Jan,-0.41,2007-01-01
2007,Feb,-0.86,2007-02-01
2007,Mar,2.47,2007-03-01
2007,Apr,2.79,2007-04-01
2007,May,3.48,2007-05-01
2007,Jun,3.83,2007-06-01
2007,Jul,6.54,2007-07-01
2007,Aug,7.61,2007-08-01
2007,Sep,6.98,2007-09-01
2007,Oct,6.08,2007-10-01
2007,Nov,5.33,2007-11-01
2007,Dec,4.23,2007-12-01
2008,Jan,3.85,2008-01-01
2008,Feb,2.97,2008-02-01
2008,Mar,2.62,2008-03-01
2008,Apr,1.87,2008-04-01
2008,May,0.04,2008-05-01
2008,Jun,-1.83,2008-06-01
2008,Jul,-1.81,2008-07-01
2008,Aug,-1.18,2008-08-01
2008,Sep,-1.9,2008-09-01
2008,Oct,-2.42,2008-10-01
2008,Nov,-2.89,2008-11-01
2008,Dec,-3.41,2008-12-01
2009,Jan,-3.92,2009-01-01
2009,Feb,-4.55,2009-02-01
2009,Mar,-4.27,2009-03-01
2009,Apr,-3.74,2009-04-01
2009,May,-3.98,2009-05-01
2009,Jun,-4.72,2009-06-01
2009,Jul,-5.12,2009-07-01
2009,Aug,-5.3,2009-08-01
2009,Sep,-4.3,2009-09-01
2009,Oct,-2.43,2009-10-01
2009,Nov,-0.92,2009-11-01
2009,Dec,0.88,2009-12-01
2010,Jan,2.84,2010-01-01
2010,Feb,3.85,2010-02-01
2010,Mar,3.85,2010-03-01
2010,Apr,3.54,2010-04-01
2010,May,3.32,2010-05-01
2010,Jun,3.12,2010-06-01
2010,Jul,4.1,2010-07-01
2010,Aug,3.48,2010-08-01
2010,Sep,4.59,2010-09-01
2010,Oct,3.49,2010-10-01
2010,Nov,2.81,2010-11-01
2010,Dec,2.02,2010-12-01
2011,Jan,2.25,2011-01-01
2011,Feb,1.31,2011-02-01
2011,Mar,-0.09,2011-03-01
2011,Apr,-1.77,2011-04-01
2011,May,-2.67,2011-05-01
2011,Jun,-3.42,2011-06-01
2011,Jul,-4.2,2011-07-01
2011,Aug,-4.8,2011-08-01
2011,Sep,-5.05,2011-09-01
2011,Oct,-4.81,2011-10-01
2011,Nov,-4.82,2011-11-01
2011,Dec,-4.21,2011-12-01
2012,Jan,-3.69,2012-01-01
2012,Feb,-2.86,2012-02-01
2012,Mar,-1.61,2012-03-01
2012,Apr,-1.91,2012-04-01
2012,May,-1.59,2012-05-01
2012,Jun,-2,2012-06-01
2012,Jul,-1.15,2012-07-01
2012,Aug,-1.33,2012-08-01
2012,Sep,-0.45,2012-09-01
2012,Oct,-1.01,2012-10-01
2012,Nov,-1.86,2012-11-01
2012,Dec,-2.64,2012-12-01
2013,Jan,-2.26,2013-01-01
2013,Feb,-2.45,2013-02-01
2013,Mar,-2.79,2013-03-01
2013,Apr,-2.25,2013-04-01
2013,May,-2.1,2013-05-01
2013,Jun,-2.39,2013-06-01
2013,Jul,-2.35,2013-07-01
2013,Aug,-2.32,2013-08-01
2013,Sep,-1.7,2013-09-01
2013,Oct,-1.06,2013-10-01
2013,Nov,-0.85,2013-11-01
2013,Dec,-1.28,2013-12-01
2014,Jan,-1.61,2014-01-01
2014,Feb,-2.01,2014-02-01
2014,Mar,-1.64,2014-03-01
2014,Apr,-2.23,2014-04-01
2014,May,-1.09,2014-05-01
2014,Jun,-0.88,2014-06-01
2014,Jul,-1.05,2014-07-01
2014,Aug,-1.48,2014-08-01
2014,Sep,-1.18,2014-09-01
2014,Oct,-1.77,2014-10-01
2014,Nov,-0.68,2014-11-01
2014,Dec,-0.73,2014-12-01
2015,Jan,0.09,2015-01-01
2015,Feb,-0.22,2015-02-01
2015,Mar,2.3,2015-03-01
2015,Apr,3.2,2015-04-01
2015,May,4.95,2015-05-01
2015,Jun,5.46,2015-06-01
2015,Jul,4.95,2015-07-01
2015,Aug,4.29,2015-08-01
2015,Sep,3.5,2015-09-01
2015,Oct,4.1,2015-10-01
2015,Nov,3.95,2015-11-01
2015,Dec,3.48,2015-12-01
2016,Jan,3.2,2016-01-01
2016,Feb,2.74,2016-02-01
2016,Mar,3.04,2016-03-01
2016,Apr,3.35,2016-04-01
2016,May,4.21,2016-05-01
2016,Jun,4.33,2016-06-01
2016,Jul,4,2016-07-01
2016,Aug,5.36,2016-08-01
2016,Sep,4.85,2016-09-01
2016,Oct,3.48,2016-10-01
2016,Nov,2.97,2016-11-01
2016,Dec,3.22,2016-12-01
2017,Jan,2.94,2017-01-01
2017,Feb,2.86,2017-02-01
2017,Mar,2.96,2017-03-01
2017,Apr,2.59,2017-04-01
2017,May,2.07,2017-05-01
2017,Jun,2.01,2017-06-01
2017,Jul,1.2,2017-07-01
2017,Aug,3.83,2017-08-01
2017,Sep,3.58,2017-09-01
2017,Oct,2.61,2017-10-01
2017,Nov,1.5,2017-11-01
2017,Dec,1.77,2017-12-01
2018,Jan,1.29,2018-01-01
2018,Feb,1,2018-02-01
2018,Mar,0.99,2018-03-01
2018,Apr,0.39,2018-04-01
2018,May,-0.54,2018-05-01
2018,Jun,-0.41,2018-06-01
2018,Jul,-0.54,2018-07-01
2018,Aug,-0.99,2018-08-01
2018,Sep,1.73,2018-09-01
2018,Oct,3.11,2018-10-01
2018,Nov,3.32,2018-11-01
2018,Dec,3.97,2018-12-01
2019,Jan,3.92,2019-01-01
2019,Feb,3.41,2019-02-01
2019,Mar,2.75,2019-03-01
2019,Apr,2.89,2019-04-01
2019,May,2.95,2019-05-01
2019,Jun,3.45,2019-06-01
2019,Jul,3.15,2019-07-01
2019,Aug,2.42,2019-08-01
2019,Sep,1.36,2019-09-01
2019,Oct,1.13,2019-10-01
2019,Nov,0.47,2019-11-01
2019,Dec,-0.79,2019-12-01
2020,Jan,-1.2,2020-01-01
2020,Feb,-1.49,2020-02-01
2020,Mar,-1.87,2020-03-01
2020,Apr,-2.16,2020-04-01
2020,May,1.36,2020-05-01
2020,Jun,2.38,2020-06-01
2020,Jul,4.15,2020-07-01
2020,Aug,4.68,2020-08-01
2020,Sep,4.22,2020-09-01
2020,Oct,4.54,2020-10-01
2020,Nov,4.27,2020-11-01
2020,Dec,3.05,2020-12-01
2021,Jan,2.29,2021-01-01
2021,Feb,2.18,2021-02-01
2021,Mar,1.66,2021-03-01
2021,Apr,0.59,2021-04-01
2021,May,-0.83,2021-05-01
2021,Jun,-1.99,2021-06-01
2021,Jul,-3.12,2021-07-01
2021,Aug,-2.19,2021-08-01
2021,Sep,-2.52,2021-09-01
2021,Oct,-2.82,2021-10-01
2021,Nov,-1.72,2021-11-01
2021,Dec,-1.87,2021-12-01
2022,Jan,-1.81,2022-01-01
2022,Feb,-2.13,2022-02-01
2022,Mar,-2.5,2022-03-01
2022,Apr,-0.96,2022-04-01
2022,May,-3.39,2022-05-01
2022,Jun,-3.95,2022-06-01
2022,Jul,-4.46,2022-07-01
2022,Aug,-2.14,2022-08-01
2022,Sep,-3.02,2022-09-01
2022,Oct,-2.68,2022-10-01
2022,Nov,-2.38,2022-11-01
2022,Dec,-2.73,2022-12-01
2023,Jan,-2.71,2023-01-01
2023,Feb,-2.95,2023-02-01
2023,Mar,-3.22,2023-03-01
2023,Apr,-1.93,2023-04-01
2023,May,0,2023-05-01
2023,Jun,-0.46,2023-06-01
2023,Jul,-1.26,2023-07-01
2023,Aug,-2.7,2023-08-01
2023,Sep,-3.48,2023-09-01
2023,Oct,-3.08,2023-10-01
2023,Nov,-2.75,2023-11-01
2023,Dec,-3.02,2023-12-01
2024,Jan,-0.74,2024-01-01
2024,Feb,-0.47,2024-02-01
2024,Mar,-0.33,2024-03-01
